v1,v2,v3,v4,v5
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,Anuncio de servicio al cliente. Usted tiene una entrega de Año Nuevo esperando por usted. Por favor llame a 07046744435 ahora para organizar la entrega,,
spam,You are a winner U have been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,U ha sido especialmente seleccionado 2 recibir 1000 en efectivo o un 4* vacaciones (vuelos inc) hablar con un operador en vivo 2 reclamar 0871277810810,,
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,Manténte a salvo para mí porque te necesito y ya te voy a echar de menos y envidio a todo el mundo que te ve en la vida real.,,
ham,New car and house for my parents.:)i have only new job in hand:),Nuevo coche y casa para mis padres.:)yo sólo tengo un nuevo trabajo en la mano :),,
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,Estoy tan enamorada de ti. Estoy emocionada cada día que paso contigo.,,
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-PLS STOP bootydelious (32/F) te invita a ser su amiga. Responder Sí-434 o NO-434 Verla: www.SMS.ac/u/bootydelious STOP? Enviar STOP FRND a 62468,,
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu","BangBabes Ur orden está en camino. U SHOULD recibir un Servicio Msg 2 descargar contenido UR. Si U no, GoTo wap. bangb. tv en UR móvil internet/servicio menú",,
ham,I place all ur points on e cultures module already.,Ya he puesto todos los puntos de ur en el módulo e cultures.,,
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a �900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,URGENTE! Estamos tratando de ponerse en contacto contigo. Los últimos fines de semana el sorteo muestra que has ganado un premio 900 GARANTIDO. Llamar 09061701939. Código de reclamación S89. Valido sólo 12 horas,,
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","Hi frnd, ¿cuál es la mejor manera de evitar malinterpretar la sabiduría de nuestro amado?",,
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,"Me encanta el puente, pero necesito su almacén.",,
ham,Yes :)it completely in out of form:)clark also utter waste.,Sí :) es completamente fuera de forma :) Clark también es desperdicio absoluto.,,
ham,"Sir, I need AXIS BANK account no and bank address.","Señor, necesito una cuenta AXIS BANK no y dirección bancaria.",,
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ","Hmmm.. Thk seguro tuvo tiempo para saltar ard... Ya, puede ir 4 abt libre... Muz llama u para discutir liao...",,
ham,What time you coming down later? ,¿A qué hora desciendes más tarde?,,
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ","Sangriento infierno, no creas que has olvidado mi apellido Mr. Ill te da una pista, su español y comienza con m...",,
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.","Bueno, voy a terminar mi baño ahora.¡Buenas noches!",,
ham,Let me know when you've got the money so carlos can make the call,Déjame saber cuándo tienes el dinero para que Carlos pueda hacer la llamada,,
ham,U still going to the mall?,¿Todavía vas al mall?,,
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth","Resulta que mis amigos se quedan para todo el show y no volverán hasta ~ &lt;#&gt;, así que siéntese libre de ir adelante y fumar que $ &lt;#&gt; vale la pena",,
ham,Text her. If she doesnt reply let me know so i can have her log in,Si ella no responde déjame saber para que pueda tener su registro,,
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,Hola! acabas de hablar con MANEESHA V. Nos gustaría saber si estás satisfecho con la experiencia. Responder Toll Free con Sí o No.,,
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,"Has levantado mis esperanzas con la oferta de dinero. Estoy en necesidad. Especialmente cuando se acerca el final del mes y me duele estudiar. En cualquier caso, tener un fin de semana gr8",,
ham,Lol no. U can trust me.,Lol no. Usted puede confiar en mí.,,
ham,ok. I am a gentleman and will treat you with dignity and respect.,Soy un caballero y te trataré con dignidad y respeto.,,
ham,"He will, you guys close?","¿Lo hará, chicos cercanos?",,
ham,Going on nothing great.bye,No hay nada más grande.Adiós,,
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,¿Estás buscando ese trabajo? ¿No estás perezoso? ¿Estás trabajando para recuperar esa red para la momia? ¿Dónde está mi boxeo ahora?,,
ham,"Haha awesome, be there in a minute","Hahaha, es increíble estar allí en un minuto.",,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,"Por favor, llame a nuestro representante de servicio al cliente en FREEPHONE 0808 145 4742 entre las 9am-11pm como usted tiene un premio garantizado 1000 en efectivo o 5000!",,
ham,Have you got Xmas radio times. If not i will get it now,¿Tienes los tiempos de la radio Xmas? si no lo voy a conseguir ahora,,
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,I jus llegó a casa. I go bath first. But my sis using net tell u when she finishes...,,
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,¿Eres lo suficientemente único? Descubre desde el 30 de agosto. www.areyouunique.co.uk,,
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,Lo siento. me he unido a la liga de personas que no mantienen contacto.Significa mucho para mí.Has sido un amigo en todo momento incluso a gran costo personal.,,
ham,Hi :)finally i completed the course:),Hola :) por fin he terminado el curso :),,
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,"Sin embargo, sugiero que se quede con alguien que será capaz de dar ores por cada asiento.",,
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,¿Cómo lo estás haciendo?Espero que te hayas establecido para el nuevo año escolar.Sólo te deseo un día gr8,,
ham,Gud mrng dear hav a nice day,Dios te bendiga un buen día,,
ham,Did u got that persons story,¿Has encontrado la historia de esa persona,,
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,¿Es tu hamster muerto? Hey so tmr i meet you at 1pm orchard mrt?,,
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,"Hola Kate, ¿cómo es tu noche? espero poder verte mañana por un poco pero tengo que sangrar babyjontet! Txt de vuelta si puedes. :) xxx",,
ham,"Found it, ENC  &lt;#&gt; , where you at?","Lo encontré, ENC &lt;#&gt;, ¿en dónde estás?",,
ham,I sent you  &lt;#&gt;  bucks,Te he enviado &lt;#&gt; bucks,,
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,Hola Darlin Ive terminó la universidad ahora así que txt me cuando u terminar si u puede amar Kate xxx,,
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,Su cuenta ha sido reembolsada con éxito por INR &lt;DECIMAL&gt;. Su saldo de cuenta prepagada de KeralaCircle es Rs &lt;DECIMAL&gt;. Su ID de transacción es KR &lt;#&gt;.,,
ham,Goodmorning sleeping ga.,Buenas noches a dormir.,,
ham,U call me alter at 11 ok.,Me llamarás al alter a las 11 ok.,,
ham,�� say until like dat i dun buy ericsson oso cannot oredi lar...,decir hasta que me guste dat i dun buy ericsson oso non oredi lar...,,
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","Cuando entré en mi cabina mi padre me dijo: ""¡Happy B'day Boss!!"". me sentí especial. Ella me pidió 4 almuerzos. Después del almuerzo me invitó a su apartamento.",,
ham,"Aight yo, dats straight dogg","Título: Aight yo, Dats straight dogg",,
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,"Por favor, déjenos la conexión hoy mismo antes de &lt;DECIMAL&gt; o reembolsar la factura",,
ham,Both :) i shoot big loads so get ready!,Ambos :) Yo tiro grandes cargas así que prepárate!,,
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.","Lo que está por encima, espero que hayas tenido una gran pausa.",,
ham,Home so we can always chat,en casa para que siempre podamos hablar,,
ham,K:)k:)good:)study well.,K:)k:) bueno :) estudiar bien,,
ham,Yup... How �_ noe leh...,Cómo... Cómo... Cómo...,,
ham,Sounds great! Are you home now?,¡Qué bonito! ¿estás en casa ahora?,,
ham,Finally the match heading towards draw as your prediction.,"Finalmente, el partido se dirige hacia el sorteo como su predicción.",,
ham,Tired. I haven't slept well the past few nights.,"Cansado, no he dormido bien las últimas noches.",,
ham,Easy ah?sen got selected means its good..,Fácil ah?sen ha sido seleccionado significa su bien..,,
ham,I have to take exam with march 3,Tengo que tomar el examen con el 3 de marzo,,
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,"Creo que puedes usar tu gt atm ahora para registrarte. No estoy seguro pero si hay de todos modos puedo ayudarme a saber. pero cuando lo hagas, asegúrate de que estás listo.",,
ham,Ok no prob. Take ur time.,"Bueno, no lo pienses, toma el tiempo.",,
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,Hay un sistema operativo llamado ubandu que se ejecutará sin instalar en el disco duro...puedes usar ese sistema para copiar los archivos importantes en el sistema y darlo a la tienda de reparación.,,
ham,"Sorry, I'll call later","Perdón, te llamaré más tarde",,
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,U say leh... Claro que nada sucede mayor. No diga v romance jus un poco solo lor.,,
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY �1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","500 Nuevos móviles desde 2004, MUST GO! Txt: NOKIA a No: 89545 y recoger el tuyo hoy!From ONLY 1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",,
ham,Would really appreciate if you call me. Just need someone to talk to.,Me agradecería mucho si me llamas.Sólo necesito a alguien con quien hablar.,,
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","¿Vas a encontrar a tu pareja de sueños pronto? ¿Es la carrera de tu pareja de 2 un comienzo? 2 descubra gratis, txt HORO seguido por el signo de estrella de tu pareja, e. g. HORO ARIES",,
ham,Hey company elama po mudyadhu.,Compañía elama po mudyadhu.,,
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .","La vida es más estricta que el maestro... Bcoz Maestro enseña lección y luego lleva a cabo el examen, pero la vida primero lleva a cabo el examen y luego enseña las lecciones.",,
ham,Dear good morning now only i am up,"Buen día, ahora sólo estoy de pie",,
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,Baje en gandhipuram y caminar a cruzar la carretera cortada. lado derecho &lt;#&gt; carretera de la calle y girar a la derecha en primer lugar.,,
ham,Dear we are going to our rubber place,"Queridos, vamos a nuestro lugar de goma",,
ham,"Sorry battery died, yeah I'm here","Perdón la batería murió, sí estoy aquí",,
ham,Yes:)here tv is always available in work place..,Sí:) Aquí la televisión siempre está disponible en el lugar de trabajo..,,
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,Texto y conocer a alguien sexy hoy. U puede encontrar una fecha o incluso flirtear su hasta U. Únete a 4 sólo 10p. RESPUESTA con NOMBRE Y AGE por ejemplo Sam 25. 18 -msg recd@thirtyeight pence,,
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,Lo he impreso oh. Así &lt;#&gt; vienen arriba,,
ham,Or ill be a little closer like at the bus stop on the same street,O enfermo estar un poco más cerca como en la parada de autobús en la misma calle,,
ham,Where are you?when wil you reach here?,¿Dónde estás? ¿cuándo quieres llegar aquí?,,
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!","Nueva teoría: El argumento gana la situación, pero pierde a la persona, así que no discuta con tus amigos... ¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡",,
